#Accession T10R_R2 T10R_R1 T10_R2 T10_R1 T2R_R2_B T2R_R2_A T2R_R1_B T2R_R1_A T2_R2_A T2_R2_B T2_R1_A T2_R1_B T1R_R2 T1R_R1 T1_R2 T1_R1 CR_R2 CR_R1 C_R2 C_R1
cyano|03804  0.146260121 0.124515453 0.21599918 0.152504797 0.134230652 0.192114757 0.134366127 0.168174474 0.229248721 0.163201987 0.196600317 0.131521853 0.22327067 0.152615827 0.211192398 0.189186176 0.095769225 0.130812569 0.201412761 0.20763345
cyano|00876  0.062069366 0.05710936 0.070357234 0.055754282 0.05504533 0.062395704 0.054046782 0.056808473 0.063705842 0.075001257 0.062566452 0.05165837 0.057953751 0.047791973 0.065927248 0.042669826 0.061570025 0.06130702 0.068308613 0.072982597
cyano|01959  0.015061334 0.029994783 0.016347776 0.017211276 0.024780617 0.013619224 0.017256089 0.013471267 0.008364841 0.021513657 0.008345635 0.024235989 0.004348324 0.00819629 0.016488611 0.012418161 0.019163021 0.022079632 0.019295095 0.024094193
cyano|04304  0.076860364 0.050576077 0.106190026 0.053021229 0.064779449 0.079295931 0.051506786 0.087638519 0.070995711 0.067032618 0.079332625 0.067082533 0.073024567 0.077912964 0.077585706 0.073040702 0.080671489 0.118935618 0.103172006 0.084327098
cyano|00025  0.05677186 0.108851197 0.042528988 0.070235914 0.070534648 0.04897762 0.09696667 0.042518688 0.046082671 0.032922414 0.039271903 0.072649644 0.046579778 0.034806289 0.027251178 0.018528461 0.052785413 0.030409675 0.026574608 0.030167522
cyano|00034  0.022273132 0.021150993 0.023794414 0.015490628 0.028854824 0.018961101 0.016773437 0.015984469 0.019964208 0.019967981 0.015844157 0.024359259 0.017611259 0.017116687 0.030051424 0.018860666 0.00831564 0.019561779 0.032968498 0.033267443
cyano|03870  0.028030767 0.068815789 0.032516693 0.003944687 0.00949291 0.011036439 0 0.149606236 0 0.000704394 0.097755327 0 0.00896941 0.041662977 0 0.10154632 0.038721403 0.20169607 0.01705737 0.071645115
cyano|04553  0.003464854 0.004905307 0.003402628 0.002786278 0.005673625 0.002834707 0.00603403 0.002102934 0.000746168 0.002985237 0.002605592 0.008011824 0.000905061 0.000639741 0.001029583 0 0.001709397 0 0 0
cyano|02649  0.002906973 0.005674397 0.00249792 0.005844138 0.003534018 0.002774668 0.016874941 0.001029197 0.002191093 0.000974003 0.001912804 0.023526401 0.007087133 0.006261916 0.007054432 0.00379496 0.005019577 0 0 0.005355001
cyano|03162  0.00917814 0.009450031 0.006759981 0.00421751 0.008880778 0.00234654 0.012273195 0.002785257 0.004447224 0.004283321 0.003882386 0.008548041 0.004794877 0.006778508 0.008181862 0.003209402 0.006792099 0.003043388 0.001994682 0.009057462
cyano|00270  0.071417592 0.090755509 0.074933704 0.090680171 0.05953553 0.050587213 0.054331566 0.118174005 0.023798562 0.058185258 0.079146398 0.076389212 0.056358095 0.058297552 0.02345563 0.044163179 0.044135356 0.045368634 0.050321244 0.070626938
cyano|03714  0.002237565 0.002519836 0.000961354 0.001349511 0.003497422 0.000400449 0.002922533 0 0.000421634 0 0.000368083 0.002515114 0 0 0 0 0 0 0 0.000772851
cyano|01714  0.013103581 0.014638557 0.018015553 0.011380287 0.013108176 0.015008638 0.016430282 0.011690899 0.008691455 0.013698215 0.01655468 0.018853065 0.006708708 0.01151639 0.010902453 0.003079135 0.007240459 0.002433216 0 0.005793218
cyano|03482  0.026955038 0.023706154 0.024265036 0.027353065 0.029425535 0.020215041 0.022912213 0.013633247 0.012577196 0.021933615 0.016047368 0.023084615 0.022296418 0.013271747 0.013349497 0.013824226 0.044327859 0.050648936 0.054675879 0.028373996
cyano|01798  0.002551805 0.005747435 0.001096365 0.003078068 0.002659062 0.000913374 0.006110443 0.001355177 0.00192339 0.000641251 0.001679102 0.005736665 0 0.000824527 0.001326972 0.002498475 0.002203148 0.002961544 0.003882081 0
cyano|04320  0.013343813 0.026047057 0.020384264 0.011326625 0.29354324 0.255791311 0.319525247 0.176373815 0.330787425 0.022354726 0.142436036 0.238650565 0.459513212 0.387084952 0.405543502 0.301945289 0.023041252 0.024089969 0.013533365 0.026629356
cyano|02996  0.069840499 0.064534109 0.076939674 0.05928269 0.089881509 0.058542779 0.062632688 0.084324107 0.065689229 0.068401711 0.079341867 0.074075151 0.054573566 0.053233869 0.054632163 0.065458639 0.052567553 0.041566502 0.052670393 0.056905
cyano|00666  0.202503624 0.209600691 0.291317568 0.199438392 0.202124155 0.263055036 0.188217036 0.301482418 0.279544037 0.208125276 0.29793769 0.282865462 0.246502883 0.258052096 0.194044304 0.228346383 0.259306166 0.190127986 0.256148379 0.24362641
cyano|03473  0.168233392 0.129043257 0.219453377 0.143978685 0.145735125 0.160576593 0.118838389 0.192320815 0.136479519 0.14193836 0.168048342 0.161001796 0.161835951 0.157182008 0.178480521 0.261960324 0.251995463 0.310512294 0.320689357 0.259500094
cyano|03936  0.034868256 0.026097399 0.037797957 0.036235614 0.025713177 0.026881049 0.029427268 0.023360351 0.029111809 0.03019573 0.025414346 0.030389909 0.026483262 0.024959555 0.022316244 0.013655817 0.024083318 0.027393044 0.019585975 0.038538968
cyano|02848  0.009727266 0.008763496 0.009001463 0.009627353 0.013254928 0.008570353 0.010424613 0.005563193 0.002255938 0.006016973 0.006892949 0.018166999 0.009577151 0.006769599 0.006225607 0.008791362 0.012920328 0.013894348 0.009106563 0.008270224
cyano|03244  0.01833751 0.02360092 0.018008184 0.017379439 0.02388534 0.014064843 0.022810503 0.013912045 0.009872614 0.014482571 0.012066184 0.023556693 0.010777442 0.0143896 0.006811246 0.007694689 0.004523436 0.015201383 0.003985285 0.0090482
cyano|04593  0.016107325 0.041827044 0.014654959 0.016000489 0.018758976 0.01492205 0.022275671 0.026165346 0.017139793 0.015238251 0.023691233 0.024708392 0.017324685 0.019593497 0.013795797 0.016698385 0.00327213 0.017594026 0.005765694 0.013090444
cyano|04373  0.002572301 0.007531679 0.006631026 0.006722715 0.00402063 0.006444974 0.011759089 0.001366062 0.004847097 0.002585607 0.000846294 0.009252388 0.008230965 0.012467248 0.006688152 0.006296357 0.019987592 0.023882654 0.019566311 0.008884679
cyano|01206  0.018540877 0.020247105 0.010621275 0.021686879 0.018149266 0.010457334 0.015655208 0.01014481 0.010163597 0.009036015 0.013309092 0.016672559 0.009245911 0.010892437 0.003505999 0.00990185 0.011641896 0.023474135 0.010256866 0.010867365
cyano|02418  0.008574837 0.012427574 0.004485013 0.008694318 0.008158275 0.003202658 0.009414311 0.005939747 0.00449612 0.003372727 0.005887608 0.014415791 0.002726772 0.010600789 0.008530313 0.006570494 0.005150082 0.010384367 0.009074759 0.008241341
cyano|01193  0.015393098 0.015897419 0.016775795 0.015095644 0.014475212 0.016663459 0.017653404 0.012760591 0.010753395 0.022265621 0.012846212 0.021606983 0.009610834 0.014557302 0.014056879 0.00441114 0.014262346 0.013943214 0.009138591 0.012448966
cyano|04715  0.005770298 0.007364656 0.00909028 0.005413579 0.009520321 0.004819215 0.007118007 0.004596615 0.007973693 0.002416727 0.006328147 0.011674888 0.006154685 0.002485962 0.00300063 0.002824852 0.003321262 0.006696825 0.002926133 0.003986099
cyano|01203  0.002887316 0.003034784 0.002067525 0.002128361 0.00501446 0.00206693 0.007332865 0.000766678 0.001088139 0.00169298 0.00063329 0.00800547 0.000879901 0.000932936 0.002001923 0.000942325 0.001661878 0.001116976 0 0.000664849
cyano|04037  0.011709379 0.008439378 0.004024681 0.006591305 0.010981392 0.004191169 0.010705715 0.002487382 0.003530317 0.004119481 0.003852418 0.007370618 0.006423119 0.003783479 0.007306836 0 0.01415331 0 0 0.003235517
cyano|04361  0.063744331 0.07626517 0.070111482 0.052900617 0.078114188 0.058409412 0.10257371 0.046039343 0.07764308 0.05894813 0.049661844 0.096299235 0.093244325 0.077773391 0.13259154 0.076891751 0.139128068 0.134938898 0.108611719 0.136682575
cyano|01423  0.005553495 0.008755703 0.003976699 0.008931735 0.009644865 0.004638146 0.012492211 0.002457728 0.007674103 0.009768886 0.003045192 0.014981648 0.005077234 0.003588838 0.005775779 0.000906239 0 0 0.002816192 0.008951442
cyano|03461  0.013820966 0.017432233 0.016965941 0.015877416 0.01481337 0.015264951 0.020630708 0.007549557 0.012500848 0.007541619 0.010393454 0.027342175 0.009386519 0.011738582 0.012320713 0.005412848 0.015000963 0.010998978 0.019223719 0.01636709
cyano|03918  0.001880146 0.000564621 0 0.003527831 0.023510065 0.017945749 0.071488161 0.009984819 0.023618925 0.01700884 0.010721936 0.064246155 0.026356576 0.042930272 0.063876429 0.030680878 0.002164345 0 0.003813708 0.00173173
cyano|02725  0.193513683 0.191528996 0.192045792 0.132601421 0.176086498 0.064387056 0.150702198 0.044870785 0.069847696 0.095887504 0.04842244 0.14337756 0.04734431 0.088066515 0.113385514 0.07472034 0.202370824 0.126527253 0.074635068 0.135561292
cyano|01777  0.183000867 0.182835807 0.187490431 0.182064525 0.184580804 0.159556114 0.19918457 0.215552614 0.219280527 0.195738961 0.175992019 0.199371164 0.193046492 0.17132647 0.241567216 0.356055519 0.263328592 0.103469631 0.135631086 0.269039785
cyano|04046  0.005405089 0.006086946 0.002322258 0.002716579 0.005632275 0.004836644 0.005883089 0.002152845 0.003055512 0.002716524 0.002667434 0.005467986 0.003706167 0.003492934 0 0.001323032 0.004666583 0.003136488 0.008222804 0.001866907
cyano|00473  0.021445414 0.037353197 0.015561202 0.031041766 0.029795742 0.026610181 0.041081817 0.023790218 0.025144314 0.020598283 0.018187772 0.031283604 0.024398932 0.027717363 0.02577327 0.01493136 0.014812233 0.024335785 0.005800014 0.023703053
cyano|04085  0.016855343 0.031263912 0.013631582 0.035879027 0.020663301 0.014195476 0.044030273 0.016849511 0.017935759 0.020929006 0.020877007 0.07489278 0.029006779 0.008970243 0.012374116 0.013590774 0.010272261 0.013808315 0 0.005479344
cyano|04319  0.063780807 0.067577907 0.049402537 0.05526276 0.067397719 0.051446158 0.059448073 0.054862823 0.041980073 0.06411072 0.056154536 0.054122576 0.035315144 0.03773397 0.041108212 0.036061434 0.041881434 0.020851265 0.035532201 0.032268953
cyano|02292  0.015454497 0.011602731 0.019919744 0.013463453 0.012972731 0.012292597 0.005233268 0.009575254 0.005177167 0.011650828 0.00903924 0.011194955 0.00706457 0.011096853 0.007143591 0.005884477 0.032616035 0.029893336 0.002612339 0.008303482
cyano|03923  0.00126249 0.004549612 0.002169679 0.001353649 0.003508145 0.00120503 0.004030805 0.000446977 0.00126878 0.00126902 0.000553817 0.003027391 0.00153896 0.000543906 0.000875348 0.00082407 0 0.001953607 0.002560847 0
cyano|03024  0.16871059 0.132491108 0.137273053 0.157280423 0.166467216 0.121842851 0.138454169 0.111004499 0.111408655 0.142569999 0.136555211 0.151710044 0.091453338 0.106131441 0.094719193 0.097941371 0.105699729 0.090102741 0.059054684 0.092823146
cyano|00813  0.039294665 0.047791863 0.032639834 0.034758878 0.033439475 0.025316718 0.045050743 0.024346079 0.019745229 0.033573232 0.024132368 0.054769311 0.025147365 0.032164989 0.027244986 0.017954274 0.018093744 0.015201383 0.015941142 0.027144601
